Date,State,Town,Longitude,Latitude,Sighting
09/19/17,IL,Freeport,-89.6,42.3,1
09/19/17,QC,Gatineau,-75.7,45.4,3
09/19/17,NH,Lebanon,-72.3,43.6,3
09/19/17,MI,Harrisville,-83.3,44.7,2
09/19/17,MN,Coon Rapids,-93.3,45.2,1
09/19/17,MN,Mazeppa,-92.5,44.2,1
09/19/17,CO,Arvada,-105.2,39.8,1
09/19/17,ON,Caledon,-79.8,43.9,1
09/19/17,OH,Oxford,-84.7,39.5,2
09/19/17,ME,Camden,-69.1,44.2,1
09/19/17,MN,Saint Paul,-93.1,44.9,2
09/19/17,NY,Cattaraugus,-78.9,42.3,1
09/19/17,WI,Black River Falls,-90.9,44.3,3
09/19/17,MO,Farmington,-90.4,37.7,1
09/19/17,WI,Pardeeville,-89.3,43.5,1
09/19/17,MN,Lakeville,-93.3,44.7,2
09/19/17,NY,Melrose,-73.6,42.8,3
09/19/17,IA,Davenport,-90.6,41.6,1
09/19/17,MN,Saint Paul,-93.1,44.9,4
09/19/17,KS,Olathe,-94.8,38.9,3
09/19/17,TX,Live Oak,-98.3,29.6,1
09/19/17,MO,Hillsboro,-90.6,38.2,1
09/19/17,NH,Jackson,-71.2,44.3,1
09/19/17,MO,Florence,-93,38.6,1
09/19/17,WI,Stanton,-92.5,45.1,7
09/19/17,QC,Lorraine,-73.8,45.7,1
09/19/17,MI,East Tawas,-83.5,44.3,1
09/19/17,IL,Oak Park,-87.8,41.9,1
09/19/17,IA,Cedar Falls,-92.5,42.5,1
09/19/17,OK,Norman,-97.5,35.2,1
09/19/17,CA,Oroville,-121.5,39.7,4
09/19/17,ON,Chatham-Kent,-82.2,42.4,2
09/19/17,FL,Freeport,-86.1,30.5,1
09/19/17,ON,Leamington,-82.5,41.9,31
09/19/17,IL,Shirland,-89.2,42.4,1
09/19/17,TX,Odessa,-102.3,31.6,6
09/19/17,MO,Kansas City,-94.6,39,1
09/19/17,NY,West Falls,-78.7,42.7,1
09/19/17,IN,Evansville,-87.6,38,1
09/19/17,MN,Minneapolis,-93.3,44.9,3
09/19/17,MN,Anoka,-93.4,45.2,3
09/19/17,MI,Port Hope,-82.7,43.9,10
09/19/17,KY,Elsmere,-84.6,39,1
09/19/17,NC,Candler,-82.7,35.5,2
09/19/17,MN,Columbia Heights,-93.2,45,4
09/19/17,ON,Tobermory,-81.7,45.2,2
09/19/17,ON,Lakeshore,-82.7,42.3,2
09/19/17,NM,Ohkay Owingeh,-106,36.1,1
09/19/17,TX,Temple,-97.6,31.2,4
09/19/17,OK,Tulsa,-95.9,36.1,1
09/19/17,MN,New Brighton,-93.2,45,1
09/19/17,OH,Cincinnati,-84.5,39.1,1
09/19/17,IN,Fort Wayne,-85.1,41,2
09/19/17,MO,Lee's Summit,-94.4,38.9,3
09/19/17,PA,Souderton,-75.3,40.3,1
09/19/17,MN,Finlayson,-92.9,46.2,1
09/19/17,KS,Belleville,-97.6,39.8,1
09/19/17,TX,Houston,-95.6,30,7
09/19/17,OH,Gahanna,-82.9,40,1
09/19/17,OH,Akron,-81.6,41.1,1
09/19/17,WI,Verona,-89.5,43,2
09/19/17,MI,East Lansing,-84.5,42.7,1
09/19/17,DC,Washington,-77,38.9,1
09/19/17,WI,Osceola,-92.7,45.3,12
09/19/17,TX,Stamford,-99.8,32.9,8
09/19/17,PA,Philadelphia,-75.2,40,1
09/19/17,IL,Chicago,-87.7,42,1
09/19/17,NY,High Falls,-74.1,41.8,2
09/19/17,WI,Madison,-89.3,43.1,20
09/19/17,MI,Oxford,-83.3,42.8,2
09/19/17,IL,Highland Park,-87.8,42.2,3
09/19/17,IA,Union,-93,42.2,1
09/19/17,IA,Cedar Falls,-92.4,42.5,1
09/19/17,NM,Santa Fe,-106,35.6,1
09/19/17,WI,Franklin,-88,42.9,1
09/19/17,NJ,Montclair,-74.2,40.8,1
09/19/17,CA,Gualala,-123.5,38.8,20
09/19/17,ON,Burlington,-79.8,43.3,4
09/19/17,ON,Burlington,-79.8,43.3,4
09/19/17,IA,Cedar Falls,-92.4,42.5,3
09/19/17,IA,Cedar Falls,-92.5,42.5,3
09/19/17,IA,Cedar Falls,-92.5,42.5,2
09/19/17,NC,Asheville,-82.5,35.6,1
09/19/17,TX,Bridgeport,-97.8,33.2,1
09/19/17,ON,Chatham-Kent,-81.8,42.5,4
09/19/17,VA,Newport News,-76.5,37.1,1
09/19/17,MO,O'Fallon,-90.7,38.8,1
09/19/17,OK,Tulsa,-96,36.2,3
09/18/17,TX,Aledo,-97.6,32.7,1
09/18/17,MA,Worcester,-71.9,42.3,3
09/18/17,QC,Westmount,-73.8,45.5,3
09/18/17,WI,Black River Falls,-90.9,44.3,1
09/18/17,ON,Toronto,-79.5,43.6,1
09/18/17,MN,Inver Grove Heights,-93.1,44.8,1
09/18/17,MN,Saint Paul,-93.1,44.9,1
09/18/17,QC,Dunham,-72.8,45.1,1
09/18/17,NC,Waxhaw,-80.7,35,1
09/18/17,TN,Memphis,-89.8,35.1,3
09/18/17,NY,Kingston,-74,42,1
09/18/17,MO,St. Louis,-90.3,38.6,5
09/18/17,OH,Logan,-82.5,39.5,2
09/18/17,IN,Zionsville,-86.3,40,2
09/18/17,OH,Lancaster,-82.7,39.7,2
09/18/17,WI,Portage,-89.5,43.5,1
09/18/17,IN,Newburgh,-87.4,37.9,4
09/18/17,NH,Bartlett,-71.2,44.1,1
09/18/17,TN,Union City,-89,36.4,1
09/18/17,ON,Scarborough,-79.2,43.8,3
09/18/17,CO,Granby,-105.9,40.1,1
09/18/17,MO,Farmington,-90.4,37.7,2
09/18/17,ON,Lincoln,-79.3,43.2,1
09/18/17,ON,Oakville,-79.7,43.4,1
09/18/17,IL,urbana,-88.2,40.1,5
09/18/17,OK,Oklahoma City,-97.5,35.5,2
09/18/17,NC,Waxhaw,-80.7,35,3
09/18/17,OK,Norman,-97.4,35.2,1
09/18/17,OK,Edmond,-97.4,35.7,1
09/18/17,NE,Bloomfield,-97.7,42.8,3
09/18/17,ME,Camden,-69.1,44.2,1
09/18/17,WI,Mequon,-88,43.2,2
09/18/17,MI,Harrisville,-83.3,44.6,3
09/18/17,KY,Louisville,-85.9,38.1,2
09/18/17,NC,Hendersonville,-82.3,35.5,1
09/18/17,ME,Islesboro,-68.9,44.3,1
09/18/17,IA,Melbourne,-93.1,41.9,1
09/18/17,IL,Northbrook,-87.8,42.1,1
09/18/17,OH,Akron,-81.6,41.1,3
09/18/17,NJ,North Brunswick Township,-74.5,40.5,1
09/18/17,ON,Ottawa,-75.8,45.4,4
09/18/17,OK,Tulsa,-96,36.1,1
09/18/17,MO,Kansas City,-94.5,39.2,1
09/18/17,OH,Hilliard,-83.2,40,8
09/18/17,NH,Jackson,-71.3,44.3,1
09/18/17,MB,Hazelridge,-96.7,49.9,1
09/18/17,UT,West Haven,-112.1,41.2,1
09/18/17,VA,Burke,-77.3,38.8,1
09/18/17,MO,Pacific,-90.7,38.4,1
09/18/17,ON,Welland,-79.2,43,1
09/18/17,CA,San Diego,-117.1,33,2
09/18/17,NH,Warren,-71.9,44,1
09/18/17,ON,Chatham-Kent,-82.2,42.4,3
09/18/17,NM,Holloman Air Force Base,-106.1,32.8,1
09/18/17,WI,North Fond du Lac,-88.5,43.8,1
09/18/17,KY,Louisville,-85.8,38.2,3
09/18/17,AR,Ozark,-93.9,35.5,1
09/18/17,KY,Louisville,-85.9,38.1,1
09/18/17,AR,Mulberry,-94,35.5,2
09/18/17,NH,Langdon,-72.3,43.2,1
09/18/17,WI,Allenton,-88.4,43.4,2
09/18/17,QC,Montcalm,-74.6,46,1
09/18/17,KS,Princeton,-95.3,38.5,14
09/18/17,OH,Cleveland Heights,-81.6,41.5,2
09/18/17,ON,Welland,-79.2,43,1
09/18/17,ON,Ottawa,-75.8,45.4,1
09/18/17,NE,Fremont,-96.6,41.4,2
09/18/17,NY,Delmar,-73.8,42.6,1
09/18/17,OH,Cincinnati,-84.5,39.2,1
09/18/17,NY,Syracuse,-76.1,43,1
09/18/17,TX,Bedford,-97.1,32.8,1
09/18/17,MO,Elsberry,-90.8,39.1,1
09/18/17,TX,Hurst,-97.2,32.8,1
09/18/17,PA,Chambersburg,-77.7,39.9,1
09/18/17,ON,Burlington,-79.8,43.4,3
09/18/17,KY,Salvisa,-84.8,37.9,1
09/18/17,SK,Oxbow,-102.2,49.2,2
09/18/17,VA,Purcellville,-77.7,39.2,1
09/18/17,WI,Madison,-89.4,43.1,1
09/18/17,ON,Woodstock,-80.7,43.1,2
09/18/17,OH,Homerville,-82.1,41,4
09/18/17,PA,Philadelphia,-75,40,2
09/18/17,NY,Northport,-73.3,40.9,1
09/18/17,PA,Fairfield,-77.4,39.7,3
09/18/17,MI,Boyne City,-85.1,45.3,1
09/18/17,ON,Mount Albert,-79.3,44.2,3
09/18/17,ON,Wasaga Beach,-80,44.5,2
09/18/17,KS,Overland Park,-94.7,38.9,1
09/18/17,KS,Wichita,-97.3,37.7,4
09/18/17,MI,Ada,-85.5,43,1
09/18/17,NY,Cohoes,-73.7,42.8,1
09/18/17,TX,Gatesville,-97.6,31.2,6
09/18/17,OK,Eufaula,-95.5,35.2,1
09/18/17,ON,Princeton,-80.5,43.2,2
09/18/17,TX,Midland,-102.2,32,2
09/18/17,IL,Northbrook,-87.8,42.1,1
09/18/17,NY,Bayside,-73.8,40.8,1
09/18/17,TX,Houston,-95.6,30,7
09/18/17,OH,Medina,-81.9,41.1,3
09/18/17,PA,Morrisville,-74.8,40.2,3
09/18/17,NM,Santa Fe,-106.1,35.6,1
09/18/17,ON,Bowmanville,-78.7,43.9,1
09/18/17,TN,Memphis,-89.8,35.1,3
09/18/17,TX,Aledo,-97.6,32.7,3
09/18/17,CT,Hampton,-72.1,41.8,1
09/18/17,NY,High Falls,-74.1,41.8,2
09/18/17,GA,Sandy Springs,-84.4,33.9,1
09/18/17,ON,Bracebridge,-79.3,45,1
09/18/17,IA,Union,-93,42.2,2
09/18/17,ME,Unity,-69.3,44.6,1
09/18/17,ME,Troy,-69.2,44.7,1
09/18/17,IL,Pittsfield,-90.8,39.6,1
09/18/17,ON,Burlington,-79.8,43.3,3
09/18/17,TX,Carlsbad,-100.6,31.6,1
09/18/17,NC,Asheville,-82.5,35.6,1
09/18/17,MI,Lyon Charter Township,-83.6,42.5,1
09/18/17,PA,Middleburg,-77,40.8,52
09/18/17,MI,Paw Paw,-86,42.2,1
09/17/17,NC,Durham,-78.9,36,1
09/17/17,TX,San Antonio,-98.6,29.5,2
09/17/17,KY,Paducah,-88.7,37.1,1
09/17/17,ON,East York,-79.4,43.7,1
09/17/17,MI,Oshtemo,-85.8,42.3,1
09/17/17,MN,Saint Paul,-93.1,44.9,1
09/17/17,TN,Memphis,-89.8,35.1,3
09/17/17,TN,Memphis,-89.8,35.1,3
09/17/17,QC,Bristol,-76.4,45.6,1
09/17/17,MD,Silver Spring,-77,39.1,1
09/17/17,WI,Forestville,-87.6,44.7,2
09/17/17,NC,Waxhaw,-80.7,35,5
09/17/17,ON,London,-76.8,45.3,1
09/17/17,VT,Hartford,-72.3,43.7,1
09/17/17,IN,Newburgh,-87.4,37.9,1
09/17/17,IN,Newburgh,-87.4,37.9,4
09/17/17,ON,Ottawa,-75.5,45.5,1
09/17/17,CO,Lafayette,-105.1,40,12
09/17/17,ON,Haliburton,-78.7,45.2,1
09/17/17,KS,Newton,-97.3,38,1
09/17/17,MO,Farmington,-90.4,37.7,4
09/17/17,MI,Boyne City,-85.1,45.3,1
09/17/17,NH,Canaan,-72,43.6,3
09/17/17,NJ,Moorestown,-74.9,40,2
09/17/17,CA,Santa Cruz,-122,37,1
09/17/17,MI,Holland,-86.2,42.8,1
09/17/17,WI,Baraboo,-89.6,43.6,1
09/17/17,MD,Keedysville,-77.7,39.5,1
09/17/17,MD,Keedysville,-77.7,39.5,1
09/17/17,MI,Watervliet township,-86.3,42.2,2
09/17/17,ON,Halton Hills,-79.9,43.7,1
09/17/17,FL,Santa Rosa Beach,-86.2,30.3,20
09/17/17,IN,Schererville,-87.4,41.5,1
09/17/17,MO,Farmington,-90.4,37.7,4
09/17/17,ON,Tobermory,-81.7,45.2,20
09/17/17,KY,Lexington,-84.5,38,1
09/17/17,KS,Ellinwood,-98.6,38.4,1
09/17/17,NY,Erieville,-75.7,42.9,1
09/17/17,OH,Saint Clairsville,-80.9,40.1,1
09/17/17,QC,MemphrÃ©magog Regional County Municipality,-72.3,45.2,1
09/17/17,MI,Harrisville,-83.3,44.6,3
09/17/17,CO,Littleton,-105,39.5,1
09/17/17,PA,Washington,-80.2,40.2,4
09/17/17,IA,Alvord,-96.3,43.4,1
09/17/17,SK,Saint Brieux,-105,52.6,2
09/17/17,TX,Austin,-97.7,30.3,1
09/17/17,OH,Logan,-82.4,39.5,1
09/17/17,PA,Connellsville,-79.6,40,12
09/17/17,TX,Springtown,-97.6,33,1
09/17/17,OH,Washington Court House,-83.4,39.5,1
09/17/17,TX,Little Elm,-96.9,33.2,1
09/17/17,TX,Austin,-97.7,30.3,1
09/17/17,VT,Weathersfield,-72.5,43.4,1
09/17/17,VT,Reading,-72.5,43.5,1
09/17/17,ON,Chatham-Kent,-82.2,42.4,4
09/17/17,KY,Independence,-84.5,39,2
09/17/17,WI,Mequon,-87.9,43.2,1
09/17/17,PA,Fairfield,-77.4,39.8,1
09/17/17,NY,Melrose,-73.6,42.8,5
09/17/17,IL,Peoria,-89.6,40.8,1
09/17/17,MN,Minneapolis,-93.3,44.9,2
09/17/17,NY,Henderson,-76.3,43.8,20
09/17/17,WI,Waupaca,-89.1,44.4,3
09/17/17,CA,Brentwood,-121.7,37.9,1
09/17/17,MO,Ballwin,-90.5,38.6,4
09/17/17,OH,Mentor,-81.3,41.7,1
09/17/17,MI,Marysville,-82.5,42.9,5
09/17/17,KY,Louisville,-85.7,38.2,1
09/17/17,KY,Louisville,-85.7,38.3,2
09/17/17,QC,Kirkland,-73.9,45.4,1
09/17/17,MI,Cement City,-84.3,42,1
09/17/17,CT,Redding,-73.4,41.3,3
09/17/17,ON,Meaford,-80.7,44.5,3
09/17/17,IL,Moline,-90.5,41.5,1
09/17/17,NH,Charlestown,-72.4,43.3,1
09/17/17,NH,Cornish,-72.3,43.5,1
09/17/17,TX,Carrollton,-96.9,33,36
09/17/17,IL,Schaumburg,-88.1,42,1
09/17/17,PA,Fayetteville,-77.5,39.9,2
09/17/17,TX,San Antonio,-98.5,29.4,1
09/17/17,ON,Grimsby,-79.6,43.2,1
09/17/17,ON,Hamilton,-79.7,43.2,1
09/17/17,ON,Mississauga,-79.6,43.6,1
09/17/17,ON,Mississauga,-79.6,43.6,1
09/17/17,ON,Elmvale,-79.9,44.6,2
09/17/17,MI,Chelsea,-84.1,42.4,1
09/17/17,MI,Roscommon,-84.7,44.5,1
09/17/17,UT,West Jordan,-112,40.6,1
09/17/17,NJ,Hardwick,-74.9,41,2
09/17/17,ON,Toronto,-79.4,43.8,1
09/17/17,ON,Toronto,-79.5,43.7,1
09/17/17,RI,Westerly,-71.8,41.4,1
09/17/17,MO,Auxvasse,-92.1,39,9
09/17/17,UT,South Jordan,-111.9,40.6,2
09/17/17,WI,Allenton,-88.4,43.4,4
09/17/17,NY,Johnsburg,-74,43.5,3
09/17/17,WI,Suamico,-88.1,44.6,1
09/17/17,MN,Saint Paul,-93.2,44.9,2
09/17/17,OH,New Richmond,-84.3,38.9,3
09/17/17,SD,Sioux Falls,-96.7,43.5,3
09/17/17,PA,King of Prussia,-75.4,40.1,1
09/17/17,WA,Walla Walla,-118.4,46,1
09/17/17,CO,Grand Junction,-108.6,39.1,1
09/17/17,MN,Pelican Rapids,-96,46.5,1
09/17/17,MN,Austin,-93,43.7,1
09/17/17,NJ,Ringwood,-74.3,41.1,1
09/17/17,MI,Marysville,-82.5,42.9,5
09/17/17,NC,Boone,-81.5,36.2,6
09/17/17,VA,Fairfax,-77.4,38.8,1
09/17/17,CHH,Chihuahua,-106.1,28.6,1
09/17/17,VT,Tunbridge,-72.5,43.9,1
09/17/17,MD,Frostburg,-78.9,39.7,2
09/17/17,TX,Houston,-95.6,30,6
09/17/17,OH,Medina,-81.8,41.1,2
09/17/17,PA,Langhorne,-74.9,40.2,1
09/17/17,PA,State College,-77.8,40.8,2
09/17/17,LA,Lafayette,-92,30.2,1
09/17/17,WI,Appleton,-88.4,44.3,1
09/17/17,ON,Kitchener,-80.4,43.4,6
09/17/17,CA,Petaluma,-122.6,38.2,1
09/17/17,IL,Brookfield,-87.8,41.8,2
09/17/17,MN,Emily,-94,46.7,1
09/17/17,SD,Vermillion,-96.9,42.8,1
09/17/17,CA,Chico,-121.8,39.7,1
09/17/17,OK,Norman,-97.4,35.3,1
09/17/17,MO,Fenton,-90.4,38.5,17
09/17/17,IA,Cedar Falls,-92.4,42.5,2
09/17/17,DC,Washington,-77.1,38.9,1
09/17/17,WY,Casper,-106.4,42.8,1
09/17/17,ON,Burlington,-79.8,43.3,2
09/17/17,ON,Burlington,-79.8,43.3,1
09/17/17,ON,Milton,-79.9,43.4,1
09/17/17,IA,Cedar Falls,-92.5,42.5,1
09/17/17,ME,Hartland,-69.5,44.9,1
09/17/17,NC,Asheville,-82.5,35.6,1
09/17/17,PA,Kennett Square,-75.7,39.8,4
09/16/17,QC,Beaconsfield,-73.8,45.5,3
09/16/17,QC,Pincourt,-74,45.4,1
09/16/17,VA,Richmond,-77.5,37.6,1
09/16/17,MO,North Kansas City,-94.6,39.1,2
09/16/17,CO,Fort Morgan,-103.8,40.3,1
09/16/17,OK,Tulsa,-96,36.1,1
09/16/17,OK,Tulsa,-96,36,1
09/16/17,TX,Smithville,-97.1,30,2
09/16/17,MN,Saint Paul,-93.1,44.9,2
09/16/17,MD,Keedysville,-77.7,39.5,2
09/16/17,TX,Fredericksburg,-98.9,30.3,3
09/16/17,IL,Mt. Zion,-88.9,39.8,3
09/16/17,MI,Willis,-83.6,42.1,1
09/16/17,MN,Minneapolis,-93.2,45,3
09/16/17,NH,Walpole,-72.3,43.2,1
09/16/17,NH,Langdon,-72.3,43.2,1
09/16/17,MI,Harrisville,-83.3,44.6,3
09/16/17,MO,Ballwin,-90.5,38.6,3
09/16/17,WI,Ripon,-88.8,43.8,2
09/16/17,WI,Mayville,-88.6,43.6,3
09/16/17,CT,Hamden,-72.9,41.4,1
09/16/17,TX,El Paso,-106.4,31.8,1
09/16/17,WI,Allenton,-88.4,43.4,2
09/16/17,VA,Burke,-77.3,38.8,1
09/16/17,MN,Lakeville,-93.3,44.7,7
09/16/17,KY,Independence,-84.5,39,4
09/16/17,ON,Chatham-Kent,-82.2,42.4,4
09/16/17,MN,Mazeppa,-92.5,44.2,1
09/16/17,IL,Peoria,-89.6,40.8,1
09/16/17,ON,Peterborough,-78.4,44.3,1
09/16/17,PA,Lykens,-76.7,40.6,2
09/16/17,MO,Kirkwood,-90.4,38.6,7
09/16/17,IA,Cedar Rapids,-91.7,41.9,3
09/16/17,PA,Westfield,-77.5,41.9,17
09/16/17,IN,Highland,-87.5,41.6,1
09/16/17,MN,Hudson,-92.8,45,1
09/16/17,MN,Saint Paul,-93.2,44.9,2
09/16/17,ME,Scarborough,-70.3,43.5,1
09/16/17,NY,Melrose,-73.6,42.8,5
09/16/17,VT,Thetford,-72.3,43.8,1
09/16/17,WI,Janesville,-89,42.7,5
09/16/17,PA,Philadelphia,-75.1,39.9,1
09/16/17,QC,Stanbridge East,-72.9,45.1,10
09/16/17,PA,Bala Cynwyd,-75.2,40,1
09/16/17,ON,Calabogie,-76.7,45.3,2
09/16/17,QC,MontrÃ©al,-73.6,45.5,2
09/16/17,ON,Haliburton,-78.7,45.2,1
09/16/17,IN,West Point,-87,40.3,2
09/16/17,NM,Fort Stanton,-105.5,33.5,1
09/16/17,ON,Toronto,-79.9,45.3,2
09/16/17,TN,Townsend,-83.8,35.6,3
09/16/17,NC,Traphill,-81,36.3,8
09/16/17,KY,Louisville,-85.6,38.3,1
09/16/17,QC,Godmanchester,-74.3,45.1,1
09/16/17,IA,Decorah,-91.7,43.3,2
09/16/17,ME,Clinton,-69.5,44.6,1
09/16/17,WI,Muscoda,-90.4,43.2,31
09/16/17,TX,Austin,-97.7,30.3,2
09/16/17,TX,San Antonio,-98.5,29.4,3
09/16/17,TX,Bandera,-99.1,29.7,2
09/16/17,KS,Jetmore,-99.9,38.1,5
09/16/17,IA,Conrad,-93,42.2,1
09/16/17,NM,Silver City,-108.3,32.8,2
09/16/17,QC,St JÃ©rÃ´me,-74,45.8,6
09/16/17,NJ,Hardwick,-74.9,41,4
09/16/17,ON,Mississauga,-79.6,43.7,1
09/16/17,VA,Front Royal,-78.2,38.9,3
09/16/17,TX,Utopia,-99.5,29.6,8
09/16/17,WI,Green Bay,-88,44.5,2
09/16/17,MD,North Potomac,-77.3,39.1,2
09/16/17,ON,Ottawa,-75.8,45.4,1
09/16/17,MN,Blue Earth,-94.1,43.6,4
09/16/17,KS,Olathe,-94.8,38.8,1
09/16/17,WI,Rice Lake,-91.7,45.5,2
09/16/17,IL,Urbana,-88.2,40.1,16
09/16/17,WI,Madison,-89.4,43.1,1
09/16/17,NH,Durham,-70.9,43.1,1
09/16/17,UT,Salt Lake City,-111.8,40.7,1
09/16/17,KS,Topeka,-95.6,39,2
09/16/17,MD,Annapolis,-76.5,38.9,2
09/16/17,ON,Toronto,-79.3,43.6,30
09/16/17,TX,Houston,-95.6,30,5
09/16/17,PA,Morrisville,-74.8,40.2,1
09/16/17,IL,Edwardsville,-90,38.8,2
09/16/17,IL,Tamms,-89.3,37.2,16
09/16/17,WI,McFarland,-89.3,43,1
09/16/17,NC,Matthews,-80.7,35.1,4
09/16/17,NS,Halifax,-63.6,44.6,3
09/16/17,TX,Levelland,-102.4,33.6,1
09/16/17,ON,Burlington,-79.8,43.3,3
09/16/17,ON,Burlington,-79.9,43.3,4
09/16/17,ON,Burlington,-79.8,43.3,1
09/16/17,OK,Tulsa,-96,36.2,1
09/16/17,IA,Cedar Falls,-92.4,42.5,2
09/16/17,NC,Asheville,-82.5,35.6,4
09/16/17,MN,Inver Grove Heights,-93,44.9,2
09/16/17,IL,Oak Lawn,-87.7,41.7,1
09/16/17,ON,Chatham-Kent,-81.8,42.5,6
09/16/17,NY,Ballston Spa,-73.8,43,2
09/16/17,ME,Phillips,-70.4,44.8,5
09/16/17,GUA,AcÃ¡mbaro,-100.7,20,1
09/16/17,GUA,AcÃ¡mbaro,-100.7,20,1
09/16/17,MN,Minneapolis,-93.3,44.9,8
09/16/17,NY,High Falls,-74.1,41.8,3
09/16/17,NY,Rocky Point,-72.9,40.9,12
09/16/17,ON,Welland,-79.2,43,1
09/16/17,MD,Baltimore,-76.6,39.3,2
09/16/17,TX,Horseshoe Bay,-98.4,30.5,1
09/16/17,KY,Paducah,-88.7,37.1,1
09/16/17,NY,Buffalo,-78.8,43,1
09/16/17,QC,Dunham,-72.8,45.1,1
09/16/17,IN,Newburgh,-87.4,37.9,2
09/16/17,KS,Wichita,-97.2,37.7,1
09/16/17,QC,MontrÃ©al,-73.6,45.5,2
09/16/17,PA,Hawley,-75.1,41.4,1
09/16/17,MO,Sedalia,-93.2,38.7,2
09/16/17,OK,Oklahoma City,-97.5,35.5,2
09/16/17,VT,Weathersfield,-72.5,43.4,1
09/16/17,CA,Woodland,-121.9,38.7,1
09/16/17,MN,Cambridge,-93.2,45.6,1
09/16/17,OH,Orient,-83.2,39.8,1
09/16/17,MD,Middle river,-76.4,39.3,1
09/16/17,MI,Holland,-86.2,42.8,1
09/16/17,IL,Palos Park,-87.9,41.7,1
09/16/17,MN,Columbia Heights,-93.2,45,3
09/16/17,NM,Santa Fe,-106.1,35.6,1
09/16/17,ME,Boothbay,-69.6,43.8,1
09/15/17,OK,Oklahoma City,-97.5,35.5,1
09/15/17,MN,Mazeppa,-92.5,44.2,1
09/15/17,IL,Moline,-90.5,41.5,1
09/15/17,KY,Paducah,-88.7,37.1,1
09/15/17,KY,Paducah,-88.7,37.1,2
09/15/17,TX,Dallas,-96.7,32.9,1
09/15/17,OH,Blacklick,-82.8,40,3
09/15/17,MI,Grand Rapids,-85.7,43,1
09/15/17,TX,Richardson,-96.7,33,1
09/15/17,WI,Black River Falls,-90.9,44.3,1
09/15/17,TX,Plano,-96.7,33,1
09/15/17,KS,Olathe,-94.8,38.9,2
09/15/17,MN,Minneapolis,-93.2,45,1
09/15/17,MN,Columbia Heights,-93.2,45,1
09/15/17,MN,Columbia Heights,-93.2,45,1
09/15/17,MN,Columbia Heights,-93.2,45,1
09/15/17,MN,Columbia Heights,-93.2,45,1
09/15/17,DC,Washington,-77.1,38.9,2
09/15/17,ON,Ottawa,-75.6,45.4,1
09/15/17,NY,Holbrook,-73.1,40.8,3
09/15/17,MO,Ballwin,-90.5,38.6,1
09/15/17,MN,Brooklyn Center,-93.3,45.1,6
09/15/17,NH,Surrey,-72.3,43.2,1
09/15/17,MI,Harrisville,-83.3,44.6,6
09/15/17,NH,Langdon,-72.3,43.2,1
09/15/17,NH,Langdon,-72.3,43.2,1
09/15/17,MN,Minneapolis,-93.2,45,1
09/15/17,VT,Norwich,-72.4,43.7,1
09/15/17,QC,MontrÃ©al,-73.7,45.5,1
09/15/17,TX,Gause,-96.7,30.7,2
09/15/17,VA,Burke,-77.3,38.8,1
09/15/17,MO,Farmington,-90.4,37.8,1
09/15/17,QC,MontrÃ©al,-73.7,45.5,1
09/15/17,NJ,Bloomingdale,-74.3,41,4
09/15/17,NY,Hammond,-75.8,44.4,1
09/15/17,VA,Roanoke,-79.9,37.3,6
09/15/17,MD,Bethesda,-77.1,39,2
09/15/17,IL,Evanston,-87.7,42,2
09/15/17,MN,Minneapolis,-93.4,45.1,1
09/15/17,MN,Saint Paul,-93.1,44.9,1
09/15/17,VA,Lexington,-79.5,37.8,1
09/15/17,MI,Roscommon,-84.7,44.5,1
09/15/17,TX,Round Rock,-97.7,30.5,1
09/15/17,ON,Toronto,-79.5,43.7,1
09/15/17,MN,Saint Paul,-93.1,44.9,2
09/15/17,ON,Chatham-Kent,-82.2,42.4,5
09/15/17,CA,Davis,-121.7,38.6,1
09/15/17,VA,Mouth of Wilson,-81.4,36.6,3
09/15/17,DE,Newark,-75.8,39.7,20
09/15/17,ME,Boothbay,-69.6,43.8,2
09/15/17,NY,Melrose,-73.6,42.8,7
09/15/17,MI,Eau Claire,-86.3,42,1
09/15/17,OK,Edmond,-97.5,35.7,1
09/15/17,IL,Peoria,-89.6,40.8,3
09/15/17,WI,Bayside,-87.9,43.2,10
09/15/17,IN,Newburgh,-87.4,37.9,1
09/15/17,MO,St. Louis,-90.3,38.5,3
09/15/17,WI,Waukesha,-88.3,43,1
09/15/17,OK,Edmond,-97.5,35.7,3
09/15/17,NV,Lovelock,-118.5,40.2,2
09/15/17,NJ,Allendale,-74.1,41,1
09/15/17,CA,Oroville,-121.6,39.5,2
09/15/17,CA,Oroville,-121.6,39.5,1
09/15/17,NJ,Montclair,-74.2,40.8,2
09/15/17,NY,Hamburg,-78.9,42.7,2
09/15/17,VA,Suffolk,-76.8,36.7,1
09/15/17,MO,Branson,-93.2,36.7,1
09/15/17,MN,Andover,-93.3,45.2,2
09/15/17,QC,Montreal,-73.8,45.5,2
09/15/17,QC,Montreal,-73.8,45.5,2
09/15/17,NJ,Branchville,-74.8,41.1,1
09/15/17,ON,Oakville,-79.7,43.4,30
09/15/17,ON,Toronto,-79.5,43.6,4
09/15/17,ON,Toronto,-79.5,43.6,2
09/15/17,MA,New Bedford,-70.9,41.7,3
09/15/17,MO,Webster Groves,-90.4,38.6,5
09/15/17,ON,Toronto,-79.5,43.7,1
09/15/17,TX,Plano,-96.7,33,1
09/15/17,GA,Stockbridge,-84.1,33.6,2
